Banco,Contrato,Origen,Dia semana,Tipo archivo recaudo,Cuenta
banco pichincha s.a.,industria y comercio,p,2,pagos web,26
colpatria,circulacion y transito,presencial,1,pagos presencial,26
compania de financiamiento tuy,facilidades,p,6,pagos web,26
bancolombia - botón bancolombi,aprov.esp.pub,p,2,pagos web,26
banco caja social,circulacion y transito,p,0,pagos web,26
banco colpatria pricesmart,industria y comercio,p,4,pagos web,26
compania de financiamiento tuy,impuesto predial,n,4,pagos web,26
banco caja social,facilidades,p,6,pagos web,26
bancolombia - botón bancolombi,alumbrado publico,p,5,pagos web,26
scotiabank colpatria,recursos fonset,p,1,pagos web,26
banco popular,facilidades,p,0,pagos web,26
banco caja social,circulacion y transito,p,4,pagos web,26
bancolombia - botón bancolombi,alumbrado publico,n,4,pagos web,26
banco de bogota s.a.,impuesto predial,n,3,pagos web,26
banco popular,impuesto predial,a,3,pagos web,26
avvillas,impuesto predial,presencial,5,pagos presencial,26
scotiabank colpatria,recursos fonset,p,0,pagos web,25
banco de bogota,circulacion y transito,p,3,pagos web,25
bancolombia s.a.,facilidades,n,5,pagos web,25
banco colpatria,impuesto predial,a,6,pagos web,25
bcsc,industria y comercio,p,4,pagos web,25
banco davivienda s.a.,industria y comercio,p,2,pagos web,25
occidente,impuesto telefonico,presencial,0,pagos presencial,25
bancolombia,ingresos no tributarios,n,1,pagos web,25
cotrafa,ingresos no tributarios,presencial,4,pagos presencial,25
banco cooperativo coopcentral,facilidades,p,2,pagos web,25
bogota_1,aprov.esp.pub,presencial,0,pagos presencial,25
avvillas,delineación urbana,presencial,3,pagos presencial,25
banco cooperativo coopcentral,facilidades,p,1,pagos web,25
davivienda,impuesto telefonico,presencial,2,pagos presencial,25
banco de bogota,transferencias,p,2,pagos web,25
bogota_1,aprov.esp.pub,presencial,4,pagos presencial,25
banco colpatria,impuesto predial,a,4,pagos web,25
banco colpatria,facilidades,p,5,pagos web,25
scotiabank colpatria s.a.,industria y comercio,p,6,pagos web,25
banco davivienda,circulacion y transito,p,5,pagos web,25
ripley visa,impuesto predial,p,4,pagos web,25
banco popular,recursos fonset,p,2,pagos web,25
colpatria,impuesto predial,p,0,pagos web,25
banco de occidente,rentas contractuales,p,2,pagos web,25
occidente,aprov.esp.pub,presencial,1,pagos presencial,25
bancolombia,espectaculos publicos,p,2,pagos web,25
citibank,alumbrado publico,p,0,pagos web,25
scotiabank colpatria s.a.,facilidades,p,3,pagos web,25
occidente,movilidad,presencial,3,pagos presencial,25
compania de financiamiento tuy,impuesto predial,n,5,pagos web,25
"banco de occidente, s.a.",impuesto predial,n,1,pagos web,25
banco popular s.a.,impuesto predial,p,3,pagos web,25
bancolombia,alumbrado publico,a,4,pagos web,25
banco falabella,industria y comercio,n,1,pagos web,25
banco davivienda,retencion ica,n,2,pagos web,25
banco caja social,industria y comercio,n,3,pagos web,24
bancolombia,circulacion y transito,a,6,pagos web,24
bancolombia - botón bancolombi,industria y comercio,a,6,pagos web,24
banco davivienda,aprov.esp.pub,p,4,pagos web,24
banco itau,facilidades,p,0,pagos web,24
"capital one bank (usa), n.a.",impuesto predial,p,4,pagos web,24
hsbc,impuesto predial,p,3,pagos web,24
bbva,industria y comercio,p,6,pagos web,24
bancolombia,impuesto telefonico,n,4,pagos web,24
banco gnb sudameris,retencion ica,p,1,pagos web,24
bbva,facilidades,p,0,pagos web,24
banco davivienda,aprov.esp.pub,n,3,pagos web,24
banco davivienda,aprov.esp.pub,n,2,pagos web,24
banco popular,alumbrado publico,p,4,pagos web,24
banco davivienda,industria y comercio,a,6,pagos web,24
confiar,pot.,presencial,0,pagos presencial,24
bbva,impuesto predial,n,6,pagos web,24
bancolombia - botón bancolombi,movilidad,p,3,pagos web,24
bank of america,impuesto predial,p,6,pagos web,24
visa - visa,impuesto predial,p,0,pagos web,24
"rappipay, s.a.s.",impuesto predial,a,2,pagos web,24
banco davivienda,retencion ica,n,4,pagos web,24
banco av villas,recursos fonset,p,1,pagos web,24
popular,ingresos no tributarios,presencial,1,pagos presencial,24
bancolombia,industria y comercio,w,2,pagos web,24
popular,alumbrado publico,presencial,0,pagos presencial,24
banco av villas,industria y comercio,n,1,pagos web,24
banco bbva colombia s.a.,publicidad exterior visual,p,0,pagos web,24
banco av villas s.a.,industria y comercio,p,0,pagos web,24
bbva,ingresos no tributarios,presencial,0,pagos presencial,24
banco de bogota,movilidad,p,1,pagos web,24
bancolombia - botón bancolombi,rentas contractuales,p,6,pagos web,24
banco av villas s.a.,industria y comercio,p,4,pagos web,24
banco bbva colombia s.a.,alumbrado publico,p,1,pagos web,24
banco de bogota,otros ingresos,p,0,pagos web,24
citibank,facilidades,p,5,pagos web,24
bbva colombia s.a,impuesto predial,n,3,pagos web,24
bancolombia - botón bancolombi,rentas contractuales,n,6,pagos web,24
banco davivienda s.a.,industria y comercio,p,3,pagos web,24
banco davivienda s.a.,industria y comercio,p,4,pagos web,24
hsbc,impuesto predial,p,1,pagos web,23
banco av villas s.a.,impuesto predial,n,1,pagos web,23
bancolombia - botón bancolombi,aprov.esp.pub,p,4,pagos web,23
"rappipay, s.a.s.",facilidades,p,1,pagos web,23
caja social bcs,impuesto predial,p,0,pagos web,23
bancolombia - botón bancolombi,publicidad exterior visual,p,1,pagos web,23
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,n,3,pagos web,23
banco colpatria,impuesto predial,a,5,pagos web,23
bbva,ingresos no tributarios,presencial,1,pagos presencial,23
compania de financiamiento tuy,impuesto predial,a,5,pagos web,23
scotiabank colpatria,facilidades,p,5,pagos web,23
banco cooperativo coopcentral,impuesto predial,a,3,pagos web,23
banco de occidente,transferencias,p,0,pagos web,23
daviplata,facilidades,p,4,pagos web,23
bancolombia - botón bancolombi,movilidad,p,2,pagos web,23
banco pichincha s.a.,industria y comercio,p,0,pagos web,23
bbva colombia s.a,impuesto predial,a,1,pagos web,23
citibank,industria y comercio,n,2,pagos web,23
banco av villas,recursos fonset,p,4,pagos web,23
banco de occidente,alumbrado publico,p,1,pagos web,23
bcsc,industria y comercio,p,0,pagos web,23
banco de bogota,facilidades,n,4,pagos web,23
banco av villas,industria y comercio,n,2,pagos web,23
gnb,rentas contractuales,presencial,4,pagos presencial,23
banco de occidente,retencion ica,n,3,pagos web,23
confiar,ingresos no tributarios,presencial,3,pagos presencial,23
banco popular,impuesto predial,a,4,pagos web,23
bancolombia - botón bancolombi,alumbrado publico,n,1,pagos web,23
banco falabella,circulacion y transito,p,1,pagos web,23
"capital one, national associat",impuesto predial,p,3,pagos web,23
banco caja social,facilidades,p,5,pagos web,23
popular,ingresos no tributarios,presencial,2,pagos presencial,23
banco falabella,facilidades,p,5,pagos web,23
"banco davivienda, s.a.",facilidades,p,3,pagos web,23
bancolombia - botón bancolombi,impuesto predial,w,5,pagos web,23
cotrafa,aprov.esp.pub,presencial,4,pagos presencial,23
banco de bogota,transferencias,p,1,pagos web,23
banco itau,rendimientos financieros y recursos no ejecutados,n,2,pagos web,23
banco davivienda,facilidades,a,1,pagos web,23
banco itau,facilidades,p,2,pagos web,23
banco de occidente,impuesto predial,n,6,pagos web,23
bancolombia - botón bancolombi,circulacion y transito,n,5,pagos web,22
banco de bogota,facilidades,n,0,pagos web,22
banco cooperativo coopcentral,impuesto predial,n,5,pagos web,22
bancoomeva,impuesto predial,p,2,pagos web,22
banco pichincha s.a.,industria y comercio,p,1,pagos web,22
banco davivienda,alumbrado publico,n,2,pagos web,22
banco av villas,impuesto predial,n,6,pagos web,22
banco itau,facilidades,p,1,pagos web,22
banco cooperativo coopcentral,impuesto predial,a,6,pagos web,22
daviplata,industria y comercio,p,3,pagos web,22
banco davivienda,ingresos no tributarios,p,2,pagos web,22
gnb sudameris,facilidades,p,2,pagos web,22
"rappipay, s.a.s.",impuesto predial,n,5,pagos web,22
confiar,retencion ica,presencial,2,pagos presencial,22
bancolombia,movilidad,p,5,pagos web,22
scotiabank colpatria s.a.,facilidades,p,4,pagos web,22
itaú,facilidades,p,0,pagos web,22
bancocajasocial,alumbrado publico,presencial,0,pagos presencial,22
bbva,servicios,presencial,4,pagos presencial,22
itaú,impuesto predial,n,3,pagos web,22
popular,ingresos no tributarios,presencial,3,pagos presencial,22
banco caja social s.a.,impuesto predial,p,6,pagos web,22
confiar cooperativa financiera,impuesto predial,n,4,pagos web,22
bancolombia,delineación urbana,n,4,pagos web,22
"chase bank usa, n.a.",impuesto predial,n,0,pagos web,22
bancolombia,deguello de ganado,p,1,pagos web,22
banco davivienda,aprov.esp.pub,n,4,pagos web,22
banco bbva colombia s.a.,publicidad exterior visual,p,4,pagos web,22
bancolombia,rentas contractuales,a,0,pagos web,22
cotrafa,impuesto predial,p,6,pagos web,22
"banco de occidente, s.a.",facilidades,p,3,pagos web,22
avvillas,delineación urbana,presencial,4,pagos presencial,22
cotrafa,rentas contractuales,presencial,5,pagos presencial,22
banco de occidente,circulacion y transito,p,1,pagos web,22
bancolombia,aprov.esp.pub,n,5,pagos web,22
cotrafa,servicios,presencial,0,pagos presencial,22
bancolombia s.a.,industria y comercio,a,5,pagos web,22
cotrafa,otros ingresos,presencial,4,pagos presencial,22
gnb,publicidad exterior visual,presencial,0,pagos presencial,22
"capital one bank (usa), n.a.",impuesto predial,p,2,pagos web,22
banco de occidente,movilidad,p,3,pagos web,22
bancolombia s.a.,circulacion y transito,n,0,pagos web,22
citibank,industria y comercio,n,1,pagos web,21
coltefinanciera,impuesto predial,p,4,pagos web,21
banco av villas s.a.,facilidades,p,1,pagos web,21
avvillas,delineación urbana,presencial,1,pagos presencial,21
nu pagamentos sa,impuesto predial,n,6,pagos web,21
american express company,impuesto predial,p,2,pagos web,21
banco popular s.a.,impuesto predial,p,4,pagos web,21
nequi,alumbrado publico,p,3,pagos web,21
bancoomeva s.a.,impuesto predial,a,0,pagos web,21
banco caja social s.a.,impuesto predial,p,4,pagos web,21
banco davivienda,alumbrado publico,n,3,pagos web,21
confiar cooperativa financiera,facilidades,p,2,pagos web,21
banco coomeva s.a.,impuesto predial,p,6,pagos web,21
banco de occidente s.a.,industria y comercio,p,2,pagos web,21
confiar cooperativa financiera,facilidades,p,3,pagos web,21
bancolombia,rentas contractuales,a,2,pagos web,21
bancolombia,delineación urbana,p,5,pagos web,21
banco av villas,publicidad exterior visual,p,4,pagos web,21
"capital one bank (usa), n.a.",impuesto predial,p,0,pagos web,21
banco coomeva s.a.,impuesto predial,p,4,pagos web,21
nequi,circulacion y transito,p,1,pagos web,21
banco falabella,industria y comercio,n,0,pagos web,21
hsbc,impuesto predial,p,4,pagos web,21
compania de financiamiento tuy,facilidades,p,5,pagos web,21
banco bbva colombia s.a.,circulacion y transito,p,1,pagos web,21
bcsc,industria y comercio,p,3,pagos web,21
bancamia s.a.,impuesto predial,p,1,pagos web,21
bancolombia s.a.,industria y comercio,a,6,pagos web,21
asociacion gremial de instituc,impuesto predial,p,0,pagos web,21
bancamia s.a.,impuesto predial,p,3,pagos web,21
itaú,impuesto predial,a,4,pagos web,21
bancolombia,servicios,presencial,6,pagos presencial,21
"itau corpbanca colombia, s.a.",industria y comercio,p,4,pagos web,21
banco cooperativo coopcentral,facilidades,p,0,pagos web,21
itaú,impuesto predial,n,1,pagos web,21
bbva,movilidad,presencial,3,pagos presencial,21
cfa,industria y comercio,presencial,5,pagos presencial,21
bancolombia,movilidad,n,0,pagos web,21
bancolombia - botón bancolombi,alumbrado publico,n,3,pagos web,21
banco popular,facilidades,p,1,pagos web,21
banco serfinanza s.a,impuesto predial,p,1,pagos web,21
bancoomeva,impuesto predial,p,0,pagos web,21
cotrafa,servicios,presencial,4,pagos presencial,21
banco av villas,industria y comercio,n,3,pagos web,21
american express us consumer,impuesto predial,p,2,pagos web,21
itaú,facilidades,p,3,pagos web,21
banco de bogota,industria y comercio,a,1,pagos web,21
itaú,facilidades,p,2,pagos web,21
nequi,servicios,n,4,pagos web,21
bbva,impuesto predial,n,4,pagos web,21
banco de bogota s.a.,industria y comercio,p,1,pagos web,21
nequi,servicios,n,2,pagos web,21
bancolombia - botón bancolombi,movilidad,p,4,pagos web,21
bancocajasocial,servicios,presencial,2,pagos presencial,21
banco davivienda,impuesto predial,w,0,pagos web,20
banco davivienda,retencion ica,n,1,pagos web,20
avvillas,alumbrado publico,presencial,2,pagos presencial,20
bancolombia s.a.,retencion ica,p,4,pagos web,20
banco davivienda,retencion ica,n,3,pagos web,20
"rappipay, s.a.s.",industria y comercio,n,2,pagos web,20
banco pichincha s.a.,industria y comercio,p,3,pagos web,20
itau corpbanca colombia s.a.,industria y comercio,p,3,pagos web,20
confiar,préstamos hipotecarios,presencial,4,pagos presencial,20
banco pichincha s.a.,industria y comercio,p,4,pagos web,20
chase bank usa n.a.,impuesto predial,p,0,pagos web,20
chase bank usa n.a.,impuesto predial,p,3,pagos web,20
"rappipay, s.a.s.",facilidades,p,2,pagos web,20
banco davivienda,aprov.esp.pub,p,1,pagos web,20
"capital one bank (usa), n.a.",impuesto predial,p,1,pagos web,20
"rappipay, s.a.s.",facilidades,p,0,pagos web,20
confiar,pot.,presencial,1,pagos presencial,20
banco bbva colombia s.a.,retencion ica,n,0,pagos web,20
popular,otros ingresos,presencial,3,pagos presencial,20
bancolombia s.a.- nequi,impuesto predial,n,1,pagos web,20
banco santander,industria y comercio,p,3,pagos web,20
banco bbva colombia s.a.,retencion ica,n,1,pagos web,20
confiar,pot.,presencial,2,pagos presencial,20
scotiabank colpatria,retencion ica,p,0,pagos web,20
banco itau,impuesto predial,a,1,pagos web,20
banco bbva colombia s.a.,otros ingresos,p,1,pagos web,20
banco colpatria pricesmart,impuesto predial,n,3,pagos web,20
bbva colombia s.a,industria y comercio,p,0,pagos web,20
bbva,servicios,presencial,0,pagos presencial,20
banco av villas s.a.,impuesto predial,n,3,pagos web,20
cotrafa,préstamos hipotecarios,presencial,1,pagos presencial,20
bancolombia - botón bancolombi,aprov.esp.pub,p,3,pagos web,20
bancolombia - botón bancolombi,circulacion y transito,a,3,pagos web,20
banco de bogota s.a.,industria y comercio,p,0,pagos web,20
itaú,facilidades,p,4,pagos web,20
banco de bogota s.a.,impuesto predial,a,1,pagos web,20
bancolombia s.a.,facilidades,n,6,pagos web,20
bbva colombia s.a,industria y comercio,p,4,pagos web,20
"itau corpbanca colombia, s.a.",industria y comercio,p,2,pagos web,20
itaú,facilidades,p,1,pagos web,20
cotrafa,aprov.esp.pub,presencial,2,pagos presencial,20
banco de bogota s.a.,impuesto predial,n,2,pagos web,20
bbva,movilidad,presencial,0,pagos presencial,20
cotrafa,impuesto predial,presencial,4,pagos presencial,20
banco de bogotá s.a.,industria y comercio,p,2,pagos web,20
itaú,impuesto predial,n,2,pagos web,20
banco de bogotá s.a.,industria y comercio,p,4,pagos web,20
banco colpatria pricesmart,impuesto predial,n,1,pagos web,20
banco de occidente,alumbrado publico,p,0,pagos web,20
bogota_1,rendimientos financieros y recursos no ejecutados,presencial,2,pagos presencial,20
confiar cooperativa financiera,impuesto predial,n,3,pagos web,20
banco de occidente s.a.,industria y comercio,p,4,pagos web,20
bancolombia - botón bancolombi,rentas contractuales,n,5,pagos web,20
scotiabank colpatria s.a.,impuesto predial,n,5,pagos web,20
banco de occidente,publicidad exterior visual,p,0,pagos web,20
compania de financiamiento tuy,impuesto predial,n,6,pagos web,19
bancolombia,industria y comercio,w,3,pagos web,19
banco gnb sudameris,facilidades,p,4,pagos web,19
banco caja social,circulacion y transito,p,2,pagos web,19
banco caja social,alumbrado publico,p,4,pagos web,19
bancocajasocial,otros ingresos,presencial,0,pagos presencial,19
avvillas,ingresos no tributarios,presencial,4,pagos presencial,19
finandina,industria y comercio,p,2,pagos web,19
banco davivienda,movilidad,p,3,pagos web,19
finandina,industria y comercio,p,3,pagos web,19
banco caja social,alumbrado publico,p,3,pagos web,19
nequi,rentas contractuales,n,3,pagos web,19
banco davivienda,facilidades,a,2,pagos web,19
banco popular,transferencias,p,1,pagos web,19
banco popular,transferencias,p,4,pagos web,19
banco de bogota,movilidad,p,4,pagos web,19
banco santander,industria y comercio,p,2,pagos web,19
banco de bogota,circulacion y transito,p,0,pagos web,19
visa,impuesto predial,p,3,pagos web,19
scotiabank colpatria s.a.,impuesto predial,a,6,pagos web,19
bancolombia s.a.,retencion ica,p,2,pagos web,19
banco de occidente,alumbrado publico,p,3,pagos web,19
banco bbva colombia s.a.,alumbrado publico,p,2,pagos web,19
banco de bogota,circulacion y transito,p,2,pagos web,19
banco av villas s.a.,industria y comercio,p,1,pagos web,19
banco agrario,publicidad exterior visual,p,4,pagos web,19
davivienda,retencion ica,presencial,1,pagos presencial,19
gnb sudameris,facilidades,p,3,pagos web,19
banco de bogota,ingresos no tributarios,p,3,pagos web,19
bancocajasocial,alumbrado publico,presencial,3,pagos presencial,19
banco de bogota,ingresos no tributarios,p,2,pagos web,19
banco av villas s.a.,impuesto predial,n,2,pagos web,19
bancocajasocial,delineación urbana,presencial,0,pagos presencial,19
banco itau,impuesto predial,a,3,pagos web,19
banco davivienda,facilidades,a,0,pagos web,19
bbva colombia s.a,impuesto predial,a,3,pagos web,19
ripley visa,impuesto predial,p,5,pagos web,19
bancolombia,rentas contractuales,p,6,pagos web,19
banco bbva colombia s.a.,facilidades,n,0,pagos web,19
finandina,industria y comercio,p,0,pagos web,19
banco occidente,industria y comercio,p,3,pagos web,19
daviplata,impuesto predial,n,1,pagos web,19
bancolombia - botón bancolombi,ingresos no tributarios,p,4,pagos web,19
nu pagamentos sa,impuesto predial,n,5,pagos web,19
banco de occidente,rentas contractuales,p,4,pagos web,19
banco av villas,industria y comercio,p,6,pagos web,19
american express company,impuesto predial,p,3,pagos web,19
bancolombia,alumbrado publico,a,1,pagos web,19
banco gnb sudameris,retencion ica,p,4,pagos web,19
banco davivienda,impuesto predial,w,2,pagos web,19
banco de occidente,retencion ica,n,0,pagos web,19
banco davivienda s.a.,industria y comercio,p,0,pagos web,19
bancolombia,espectaculos publicos,p,1,pagos web,19
colpatria,préstamos hipotecarios,presencial,2,pagos presencial,19
daviplata,impuesto predial,a,2,pagos web,19
"banco de occidente, s.a.",impuesto predial,a,2,pagos web,19
banco de occidente,transferencias,p,1,pagos web,19
"banco davivienda, s.a.",impuesto predial,n,4,pagos web,19
bancolombia,deguello de ganado,p,3,pagos web,19
popular,ingresos no tributarios,presencial,0,pagos presencial,19
"banco de occidente, s.a.",industria y comercio,p,1,pagos web,19
daviplata,impuesto predial,n,2,pagos web,19
compania de financiamiento tuy,facilidades,n,2,pagos web,19
banco de occidente,recursos fonset,p,3,pagos web,19
bank of america,impuesto predial,p,5,pagos web,19
banco popular,impuesto predial,a,0,pagos web,19
"banco davivienda, s.a.",impuesto predial,a,0,pagos web,19
"banco de occidente, s.a.",industria y comercio,p,0,pagos web,19
confiar cooperativa financiera,facilidades,p,4,pagos web,19
banco itau,facilidades,p,3,pagos web,19
coofinep,alumbrado publico,presencial,3,pagos presencial,19
bancolombia,circulacion y transito,n,6,pagos web,19
bancolombia - botón bancolombi,retencion ica,p,0,pagos web,18
bcsc,impuesto predial,n,2,pagos web,18
"banco davivienda, s.a.",impuesto predial,a,3,pagos web,18
banco bogota,impuesto predial,p,5,pagos web,18
banco itau,facilidades,p,6,pagos web,18
banco itau,impuesto predial,n,6,pagos web,18
banco santander,industria y comercio,p,4,pagos web,18
banco itau,industria y comercio,p,6,pagos web,18
nequi,impuesto predial,w,1,pagos web,18
cotrafa,industria y comercio,p,2,pagos web,18
visa,impuesto predial,p,0,pagos web,18
barclays bank delaware,impuesto predial,p,0,pagos web,18
"banco davivienda, s.a.",impuesto predial,n,5,pagos web,18
bcsc,impuesto predial,n,1,pagos web,18
falabella,impuesto predial,a,3,pagos web,18
scotiabank colpatria,alumbrado publico,p,0,pagos web,18
bancolombia - botón bancolombi,delineación urbana,p,2,pagos web,18
compania de financiamiento tuy,facilidades,n,3,pagos web,18
bancolombia - botón bancolombi,alumbrado publico,n,2,pagos web,18
cotrafa,servicios,presencial,3,pagos presencial,18
bancolombia s.a.- nequi,industria y comercio,p,4,pagos web,18
bancolombia s.a.- nequi,industria y comercio,p,3,pagos web,18
"rappipay, s.a.s.",impuesto predial,a,5,pagos web,18
scotiabank colpatria,facilidades,p,6,pagos web,18
visa - visa,impuesto predial,p,3,pagos web,18
banco davivienda,ingresos no tributarios,p,4,pagos web,18
popular,otros ingresos,presencial,0,pagos presencial,18
bancolombia - botón bancolombi,movilidad,p,0,pagos web,18
banco de bogota,aprov.esp.pub,n,1,pagos web,18
falabella,facilidades,p,5,pagos web,18
banco de bogota s.a.,impuesto predial,n,0,pagos web,18
bbva,ingresos no tributarios,presencial,4,pagos presencial,18
banco popular,transferencias,p,2,pagos web,18
banco popular,transferencias,p,3,pagos web,18
banco de bogota s.a.,impuesto predial,a,2,pagos web,18
daviplata,facilidades,p,2,pagos web,18
banco av villas,recursos fonset,p,3,pagos web,18
daviplata,facilidades,p,3,pagos web,18
davivienda,préstamos hipotecarios,presencial,5,pagos presencial,18
bcsc,industria y comercio,p,1,pagos web,18
confiar cooperativa financiera,impuesto predial,a,1,pagos web,18
"banco de occidente, s.a.",facilidades,p,4,pagos web,18
banco davivienda,aprov.esp.pub,n,0,pagos web,18
bancolombia,impuesto telefonico,n,1,pagos web,18
"itau corpbanca colombia, s.a.",industria y comercio,p,3,pagos web,18
bancocajasocial,alumbrado publico,presencial,1,pagos presencial,18
"capital one bank (usa), n.a.",impuesto predial,p,3,pagos web,18
banco de occidente,transferencias,p,3,pagos web,18
banco davivienda,aprov.esp.pub,p,3,pagos web,18
davivienda,retencion ica,presencial,2,pagos presencial,18
banco falabella,facilidades,n,2,pagos web,18
banco de occidente,rentas contractuales,n,2,pagos web,18
banco cooperativo coopcentral,facilidades,p,3,pagos web,18
banco davivienda,rentas contractuales,n,2,pagos web,18
banco cooperativo coopcentral,facilidades,p,4,pagos web,18
gnb sudameris,facilidades,p,1,pagos web,18
cotrafa,delineación urbana,presencial,1,pagos presencial,18
bancolombia,aprov.esp.pub,p,5,pagos web,18
gnb,retencion ica,presencial,4,pagos presencial,18
"itau corpbanca colombia, s.a.",industria y comercio,p,0,pagos web,18
american express us consumer,impuesto predial,p,1,pagos web,18
banco popular,alumbrado publico,p,2,pagos web,17
citibank,industria y comercio,a,0,pagos web,17
financiera juriscoop,impuesto predial,p,1,pagos web,17
"wells fargo bank, n.a.",impuesto predial,p,2,pagos web,17
cotrafa,aprov.esp.pub,presencial,1,pagos presencial,17
bancolombia,retencion ica,p,6,pagos web,17
banco av villas s.a.,facilidades,p,4,pagos web,17
banco de bogotá s.a.,impuesto predial,n,2,pagos web,17
bancocajasocial,servicios,presencial,3,pagos presencial,17
scotiabank colpatria,publicidad exterior visual,p,2,pagos web,17
banco bbva colombia s.a.,circulacion y transito,p,4,pagos web,17
bbva colombia s.a,facilidades,p,0,pagos web,17
banco av villas,facilidades,p,5,pagos web,17
bancolombia,ingresos no tributarios,n,3,pagos web,17
bancolombia - botón bancolombi,circulacion y transito,p,6,pagos web,17
av villas,impuesto predial,p,6,pagos web,17
bancolombia - botón bancolombi,delineación urbana,p,0,pagos web,17
bancolombia - botón bancolombi,delineación urbana,p,1,pagos web,17
bancocajasocial,servicios,presencial,1,pagos presencial,17
davivienda,impuesto telefonico,presencial,0,pagos presencial,17
"banco de occidente, s.a.",industria y comercio,p,2,pagos web,17
bancolombia,ingresos no tributarios,n,0,pagos web,17
visa - visa,impuesto predial,p,1,pagos web,17
avvillas,alumbrado publico,presencial,4,pagos presencial,17
confiar,ingresos no tributarios,presencial,1,pagos presencial,17
banco de bogotá s.a.,industria y comercio,p,3,pagos web,17
gnb,otros ingresos,presencial,3,pagos presencial,17
bancolombia s.a.- nequi,industria y comercio,p,0,pagos web,17
nequi,facilidades,n,6,pagos web,17
scotiabank colpatria,facilidades,n,3,pagos web,17
"itau corpbanca colombia, s.a.",impuesto predial,a,0,pagos web,17
banco occidente,industria y comercio,p,4,pagos web,17
bancolombia,aprov.esp.pub,n,6,pagos web,17
bancolombia s.a.,impuesto predial,w,0,pagos web,17
bancolombia - botón bancolombi,retencion ica,p,1,pagos web,17
daviplata,impuesto predial,n,0,pagos web,17
banco colpatria pricesmart,impuesto predial,n,2,pagos web,17
gnb sudameris,impuesto predial,p,5,pagos web,17
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,n,4,pagos web,17
banco bbva colombia s.a.,facilidades,n,2,pagos web,17
confiar cooperativa financiera,facilidades,p,1,pagos web,17
bancolombia - botón bancolombi,rentas contractuales,a,1,pagos web,17
cotrafa,impuesto predial,presencial,0,pagos presencial,17
bbva colombia s.a,facilidades,p,4,pagos web,17
bancolombia s.a.,rentas contractuales,p,4,pagos web,17
confiar cooperativa financiera,impuesto predial,n,2,pagos web,17
banco de occidente s.a.,industria y comercio,p,1,pagos web,17
itaú,impuesto predial,n,5,pagos web,17
banco itau,impuesto predial,a,0,pagos web,17
cotrafa,servicios,presencial,2,pagos presencial,17
bancolombia s.a.,servicios,n,2,pagos web,17
banco de occidente,industria y comercio,p,6,pagos web,17
cotrafa,préstamos hipotecarios,presencial,2,pagos presencial,17
bancolombia - botón bancolombi,industria y comercio,w,1,pagos web,17
american express us consumer,impuesto predial,p,0,pagos web,17
banco de occidente,recursos fonset,p,2,pagos web,17
bancolombia,rentas contractuales,a,4,pagos web,17
banco caja social,circulacion y transito,p,3,pagos web,17
banco falabella,industria y comercio,n,3,pagos web,17
finandina,industria y comercio,p,1,pagos web,17
banco falabella,industria y comercio,n,4,pagos web,17
colpatria,ingresos no tributarios,presencial,2,pagos presencial,17
nequi,industria y comercio,a,5,pagos web,17
bbva,impuesto predial,n,5,pagos web,17
banco serfinanza s.a,impuesto predial,p,3,pagos web,17
confiar cooperativa financiera,industria y comercio,p,5,pagos web,17
bancolombia s.a.- nequi,impuesto predial,a,1,pagos web,17
bbva colombia s.a,facilidades,p,3,pagos web,16
avvillas,industria y comercio,presencial,5,pagos presencial,16
banco popular,alumbrado publico,p,1,pagos web,16
"banco de occidente, s.a.",industria y comercio,p,4,pagos web,16
banco davivienda,aprov.esp.pub,n,1,pagos web,16
bancoomeva,impuesto predial,p,1,pagos web,16
bbva colombia s.a,facilidades,p,1,pagos web,16
banco colpatria pricesmart,impuesto predial,a,1,pagos web,16
banco colpatria pricesmart,impuesto predial,a,3,pagos web,16
nu pagamentos sa,industria y comercio,n,1,pagos web,16
bbva,rendimientos financieros y recursos no ejecutados,presencial,4,pagos presencial,16
"banco davivienda, s.a.",impuesto predial,n,6,pagos web,16
caja social bcs,impuesto predial,p,5,pagos web,16
daviplata,impuesto predial,a,3,pagos web,16
banco bbva colombia s.a.,retencion ica,n,2,pagos web,16
bancolombia - botón bancolombi,industria y comercio,w,3,pagos web,16
banco av villas,recursos fonset,p,0,pagos web,16
bancolombia,delineación urbana,presencial,6,pagos presencial,16
bancolombia - botón bancolombi,industria y comercio,w,4,pagos web,16
bancolombia,espectaculos publicos,p,4,pagos web,16
bancolombia,espectaculos publicos,presencial,2,pagos presencial,16
banco de bogota,retencion ica,n,2,pagos web,16
nequi,industria y comercio,a,6,pagos web,16
daviplata,facilidades,p,0,pagos web,16
bancolombia,alumbrado publico,a,0,pagos web,16
banco gnb sudameris,retencion ica,p,0,pagos web,16
banco de bogota,facilidades,n,3,pagos web,16
confiar,retencion ica,presencial,3,pagos presencial,16
banco pichincha s.a.,impuesto predial,p,1,pagos web,16
bancoomeva,impuesto predial,p,3,pagos web,16
bogota_1,rendimientos financieros y recursos no ejecutados,presencial,0,pagos presencial,16
banco av villas s.a.,impuesto predial,n,4,pagos web,16
banco av villas s.a.,impuesto predial,a,0,pagos web,16
itaú,industria y comercio,p,6,pagos web,16
bbva colombia s.a,industria y comercio,p,2,pagos web,16
