nombre_banco,descripcion_tipo_cuenta_contrato,origen,tipo_archivo_recaudo,mean,std,max,min
bancolombia,espectaculos publicos,n,pagos web,83031388.5,96177141.98711073,296644605,2520690
bancolombia,espectaculos publicos,p,pagos web,74311923.95327103,89002332.87045564,654015862,391793
bancolombia,espectaculos publicos,presencial,pagos presencial,13603809.448275862,33907897.841444954,195569379,110
bancolombia,estampilla procultura,n,pagos web,11652450.0,20492354.32384992,84024000,150000
bancolombia,estampilla procultura,p,pagos web,13038535.165048543,14718206.501017503,80969000,23000
bancolombia,estampilla procultura,presencial,pagos presencial,18141457.666666668,24199537.00631586,67784000,15000
bancolombia,facilidades,a,pagos web,736448.4581976113,1620658.7150396071,26524470,11278
bancolombia,facilidades,n,pagos web,2729545.340787717,53406691.45563543,2850816495,2386
bancolombia,facilidades,p,pagos web,1521789.202498085,14177983.250734948,1263944223,1030
bancolombia,impuesto predial,a,pagos web,518926.3711675487,1872427.7923652593,255330008,6
bancolombia,impuesto predial,n,pagos web,1407130.907223114,20295636.06255301,2393780936,1
bancolombia,impuesto predial,p,pagos web,1290083.4717234552,12412347.607166573,2580054654,1
bancolombia,impuesto predial,presencial,pagos presencial,265144.6409588973,1486815.0994964286,350000000,1
bancolombia,impuesto predial,w,pagos web,354638.16279069765,762065.0460272216,7465101,6
bancolombia,impuesto telefonico,a,pagos web,28913.333333333332,46026.21445799484,82038,1032
bancolombia,impuesto telefonico,n,pagos web,10821164.657142857,36863953.06423084,146751700,1651
bancolombia,impuesto telefonico,p,pagos web,1577017.1467544686,26142506.319503006,807911159,98
bancolombia,impuesto telefonico,presencial,pagos presencial,1664643.7340496979,39155397.66330552,1096532043,81
bancolombia,industria y comercio,a,pagos web,206697.13586063328,849435.6198731533,49246344,8
bancolombia,industria y comercio,n,pagos web,12591161.451034848,75398941.58270513,2743969002,3
bancolombia,industria y comercio,p,pagos web,5273692.168523012,47461804.67907228,4792700000,1
bancolombia,industria y comercio,presencial,pagos presencial,365361.21461103676,2885623.014009716,638766472,1
bancolombia,industria y comercio,w,pagos web,3790501.0070921984,10002974.674162343,84581196,98
bancolombia,ingresos no tributarios,a,pagos web,396935.14285714284,282824.2179024683,925885,75816
bancolombia,ingresos no tributarios,n,pagos web,932258.101010101,2534804.076811417,17500000,4469
bancolombia,ingresos no tributarios,p,pagos web,4651605.684909671,28654588.424086753,279645778,321
bancolombia,ingresos no tributarios,presencial,pagos presencial,1160182.991956603,8978100.330776885,490825204,8
bancolombia,movilidad,n,pagos web,2841480.0,4034536.278136343,25936900,240600
bancolombia,movilidad,p,pagos web,2599935.8596837944,3694169.1753947902,32849100,229800
bancolombia,movilidad,presencial,pagos presencial,906859.2891566266,1910890.8370408271,15303500,5700
bancolombia,multas codigo de policia,presencial,pagos presencial,331905.63222367683,976872.0754608775,71092000,103
bancolombia,otros ingresos,n,pagos web,5266276.818181818,10331908.834630074,40750473,410442
bancolombia,otros ingresos,p,pagos web,60609507.816254415,246729383.25223896,3323159443,13
bancolombia,otros ingresos,presencial,pagos presencial,3311050.113767735,55563813.08055717,3303116527,2
bancolombia,pot.,presencial,pagos presencial,9157153.694468832,53124217.12142304,1218729135,16359
bancolombia,préstamos hipotecarios,presencial,pagos presencial,1237504.023998948,6398288.8522640485,196898654,1
bancolombia,publicidad exterior visual,n,pagos web,953093.4733096085,1708959.8235940505,10662000,38000
bancolombia,publicidad exterior visual,p,pagos web,748526.0666229795,2488223.821779951,128370450,2682
bancolombia,publicidad exterior visual,presencial,pagos presencial,407489.8588770865,842381.9060729996,21194224,9698
bancolombia,recursos fonset,n,pagos web,39358413.79310345,58433704.600364506,203491000,27000
bancolombia,recursos fonset,p,pagos web,270174029.54779804,1082134031.802344,12547748000,1270
bancolombia,recursos fonset,presencial,pagos presencial,145635663.26666668,211713186.1245829,644438000,127319
bancolombia,rendimientos financieros y recursos no ejecutados,n,pagos web,41514960.73244147,255718517.04985178,5134964712,5
bancolombia,rendimientos financieros y recursos no ejecutados,p,pagos web,22677994.693166886,164231624.16653094,3824471116,7
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,4776957.235986159,66195137.27603696,2161152726,2
bancolombia,rentas contractuales,a,pagos web,629848.0802469136,2382282.508131824,21735925,19502
bancolombia,rentas contractuales,n,pagos web,6071672.102620088,20071199.157940496,237956911,5485
bancolombia,rentas contractuales,p,pagos web,85656209.41609421,469236484.85114276,4031132127,1
bancolombia,rentas contractuales,presencial,pagos presencial,1183087.3262073407,31973005.757792965,2779391430,1
bancolombia,retencion ica,a,pagos web,26909.090909090908,28133.448226104618,96000,9000
bancolombia,retencion ica,n,pagos web,5128728.779083432,18614652.410048295,267390000,1000
bancolombia,retencion ica,p,pagos web,5410824.319427601,90842349.60177937,7196851000,1
bancolombia,retencion ica,presencial,pagos presencial,3131438.028735632,15577774.61487866,349738000,500
bancolombia,servicios,a,pagos web,36000.0,,36000,36000
bancolombia,servicios,n,pagos web,16741.679790026246,15159.914796224108,122113,6427
bancolombia,servicios,p,pagos web,18712.40990990991,34935.329057439485,468601,5600
bancolombia,servicios,presencial,pagos presencial,10657.250693768696,32681.265396940067,4645582,200
bancolombia,sobretasa a la gasolina,presencial,pagos presencial,2358500.0,,2358500,2358500
bancolombia,tasa pro deporte,presencial,pagos presencial,39000.0,,39000,39000
bancolombia,transferencias,n,pagos web,11182366.0,30642922.57040756,152866022,338086
bancolombia,transferencias,p,pagos web,118218816.23356232,382644021.8965566,3021660154,90749
bancolombia,transferencias,presencial,pagos presencial,803091007.5,1135094237.3274326,1605723840,458175
bancolombia - botón bancolombi,alumbrado publico,a,pagos web,123383.73170731707,195332.08975998085,991717,126
bancolombia - botón bancolombi,alumbrado publico,n,pagos web,104386.61016949153,161815.5476415897,958835,1237
bancolombia - botón bancolombi,alumbrado publico,p,pagos web,92443.47756410256,190948.3554543947,1949293,109
bancolombia - botón bancolombi,aprov.esp.pub,n,pagos web,484941.0301204819,615033.6446652516,6017121,12086
bancolombia - botón bancolombi,aprov.esp.pub,p,pagos web,531929.8979591837,559756.1528740951,3359614,16384
bancolombia - botón bancolombi,circulacion y transito,a,pagos web,51605.09756097561,46734.32963607775,280560,6100
bancolombia - botón bancolombi,circulacion y transito,n,pagos web,82195.80911680912,118656.27751593149,968450,4200
bancolombia - botón bancolombi,circulacion y transito,p,pagos web,69033.86987522282,123053.28024029081,1345514,4200
bancolombia - botón bancolombi,delineación urbana,a,pagos web,1064650.0,,1064650,1064650
bancolombia - botón bancolombi,delineación urbana,n,pagos web,1637437.8823529412,1990309.1079208616,6369710,39590
bancolombia - botón bancolombi,delineación urbana,p,pagos web,1339797.087378641,2239006.135588241,13819050,2140
bancolombia - botón bancolombi,facilidades,a,pagos web,344029.42159383034,589661.9811631665,5654138,28418
bancolombia - botón bancolombi,facilidades,n,pagos web,645018.5926622766,1251366.8679047779,13933655,580
bancolombia - botón bancolombi,facilidades,p,pagos web,494440.36628807435,1000461.3148449112,14425871,2606
bancolombia - botón bancolombi,impuesto predial,a,pagos web,458202.9293590913,849578.8321100654,19052392,4
bancolombia - botón bancolombi,impuesto predial,n,pagos web,505311.64293454704,913588.8953127594,14349071,2
bancolombia - botón bancolombi,impuesto predial,p,pagos web,623367.1207017298,1130829.3774461185,29695066,1
bancolombia - botón bancolombi,impuesto predial,w,pagos web,396840.8888888889,1007342.0480084418,11884669,5
bancolombia - botón bancolombi,impuesto telefonico,n,pagos web,41536.96296296296,54641.58643763605,216300,1210
bancolombia - botón bancolombi,impuesto telefonico,p,pagos web,24687.37818181818,53538.08605370957,410806,241
bancolombia - botón bancolombi,industria y comercio,a,pagos web,294643.61622807017,722067.9536729042,9409753,43
bancolombia - botón bancolombi,industria y comercio,n,pagos web,797105.1475903614,1574816.2536900842,14898296,10
bancolombia - botón bancolombi,industria y comercio,p,pagos web,764553.4737993103,1517856.4746212917,16428098,1
bancolombia - botón bancolombi,industria y comercio,w,pagos web,873043.6547619047,1229904.6105892074,6393626,1682
bancolombia - botón bancolombi,ingresos no tributarios,n,pagos web,362799.8,189007.27539315732,656463,104864
bancolombia - botón bancolombi,ingresos no tributarios,p,pagos web,426011.33152173914,468098.24284038437,3661293,2126
bancolombia - botón bancolombi,movilidad,n,pagos web,1934441.1764705882,4401823.559341461,14236900,245500
bancolombia - botón bancolombi,movilidad,p,pagos web,411955.37190082646,339264.19423767005,2277200,240600
bancolombia - botón bancolombi,otros ingresos,n,pagos web,300000.0,,300000,300000
bancolombia - botón bancolombi,otros ingresos,p,pagos web,190273.0,288400.7554229011,650937,75
bancolombia - botón bancolombi,publicidad exterior visual,n,pagos web,425146.82352941175,522622.8263763978,2347983,210069
bancolombia - botón bancolombi,publicidad exterior visual,p,pagos web,257544.75,155763.04352471847,908000,32000
bancolombia - botón bancolombi,recursos fonset,p,pagos web,514162.2,587080.1653472888,1273000,79000
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,n,pagos web,753581.8148148148,588916.632764842,1796803,42320
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,p,pagos web,1223696.3829787234,1101760.8514167033,5364778,324
bancolombia - botón bancolombi,rentas contractuales,a,pagos web,471398.7530864198,546916.8717257115,4644787,2325
bancolombia - botón bancolombi,rentas contractuales,n,pagos web,630984.4836065574,1017807.3268451445,11607807,2684
bancolombia - botón bancolombi,rentas contractuales,p,pagos web,829924.5351351352,995144.2643834448,10743482,1
bancolombia - botón bancolombi,retencion ica,n,pagos web,91303.66666666667,133166.5797399898,493000,466
bancolombia - botón bancolombi,retencion ica,p,pagos web,279371.3432835821,406575.2685054631,1589040,1000
bancolombia - botón bancolombi,servicios,a,pagos web,10450.0,6293.250352560273,14900,6000
bancolombia - botón bancolombi,servicios,n,pagos web,15584.247619047619,12750.423582408792,96405,6427
bancolombia - botón bancolombi,servicios,p,pagos web,15629.40909090909,10758.69650468473,51416,5750
bancolombia cayman,facilidades,n,pagos web,2219729.5,2864955.553955506,4245559,193900
bancolombia cayman,facilidades,p,pagos web,5956153.0,,5956153,5956153
bancolombia cayman,impuesto predial,a,pagos web,1570795.0,1045426.9358362639,2755559,777993
bancolombia cayman,impuesto predial,n,pagos web,4268880.8,4072704.5863338406,11276678,1228633
bancolombia cayman,impuesto predial,p,pagos web,2445648.1083333334,2665567.365063429,14178526,69867
bancolombia cayman,industria y comercio,p,pagos web,16247200.0,,16247200,16247200
bancolombia s.a.,alumbrado publico,a,pagos web,44080.0,15056.133899510856,51812,21500
bancolombia s.a.,alumbrado publico,n,pagos web,266575.28125,745802.7024683619,4049344,5911
bancolombia s.a.,alumbrado publico,p,pagos web,253349.20955882352,780862.3725503228,7812744,586
bancolombia s.a.,aprov.esp.pub,n,pagos web,616333.7454545455,898440.4426574154,5044090,23661
bancolombia s.a.,aprov.esp.pub,p,pagos web,977666.8666666667,559723.5172935022,1549286,95929
bancolombia s.a.,circulacion y transito,a,pagos web,43495.56,39810.12862857056,176628,10960
bancolombia s.a.,circulacion y transito,n,pagos web,129457.42105263157,138551.04714198655,566996,9953
bancolombia s.a.,circulacion y transito,p,pagos web,61055.62807017544,99456.97871102848,905981,5100
bancolombia s.a.,delineación urbana,n,pagos web,5432672.222222222,8044973.12095382,25913260,4000
bancolombia s.a.,delineación urbana,p,pagos web,4411745.52,5057275.204121625,18767800,100000
bancolombia s.a.,facilidades,a,pagos web,504262.4528301887,515265.0097340712,1689560,67775
bancolombia s.a.,facilidades,n,pagos web,1468603.99375,2658218.071775148,18668168,4272
bancolombia s.a.,facilidades,p,pagos web,1305600.4561403508,2492812.364672971,26004389,6151
bancolombia s.a.,impuesto predial,a,pagos web,977130.1543624161,1688242.0460896022,30351537,8
bancolombia s.a.,impuesto predial,n,pagos web,1332954.2226712466,2227522.321705688,27748725,22
bancolombia s.a.,impuesto predial,p,pagos web,1518085.2153919325,2503498.527036889,31911389,4
bancolombia s.a.,impuesto predial,w,pagos web,772656.9019607843,1366601.2293617046,6451200,356
bancolombia s.a.,impuesto telefonico,n,pagos web,82388.5,91689.16654836237,167610,770
bancolombia s.a.,impuesto telefonico,p,pagos web,34522.41509433962,56303.20839076237,326914,567
bancolombia s.a.,industria y comercio,a,pagos web,226559.20504731862,586752.4565321384,7023424,2200
bancolombia s.a.,industria y comercio,n,pagos web,3338686.3937969925,5304951.036896854,30352000,33
bancolombia s.a.,industria y comercio,p,pagos web,1995493.8891625616,4074337.915161512,31117000,3
bancolombia s.a.,industria y comercio,w,pagos web,1122595.9583333333,1242751.5175180568,4979174,13649
bancolombia s.a.,ingresos no tributarios,n,pagos web,629113.5,940073.8772151546,2000000,8464
bancolombia s.a.,ingresos no tributarios,p,pagos web,397029.85714285716,294428.683339534,2754508,1000
bancolombia s.a.,movilidad,n,pagos web,901142.8571428572,1617940.6075390438,4569000,268500
bancolombia s.a.,movilidad,p,pagos web,1316330.4347826086,2754469.269195195,11899200,229800
bancolombia s.a.,otros ingresos,p,pagos web,1285112.3333333333,2122763.075963574,3736268,59534
bancolombia s.a.,publicidad exterior visual,n,pagos web,1728210.75,2868446.322885193,6028661,229591
bancolombia s.a.,publicidad exterior visual,p,pagos web,872344.9423076923,1544307.6508401518,6799000,36000
bancolombia s.a.,rendimientos financieros y recursos no ejecutados,p,pagos web,3080472.2,5621233.730551657,13113805,294762
bancolombia s.a.,rentas contractuales,a,pagos web,1136368.0,1221360.0872994007,2000000,272736
bancolombia s.a.,rentas contractuales,n,pagos web,1023133.08,1116584.002089107,4792361,20453
bancolombia s.a.,rentas contractuales,p,pagos web,463039.7373737374,1017182.1813645893,9489609,18789
bancolombia s.a.,retencion ica,n,pagos web,1236666.6666666667,1252838.5769922636,4174000,10000
bancolombia s.a.,retencion ica,p,pagos web,1381212.638655462,1880504.152862641,12739000,4000
bancolombia s.a.,servicios,n,pagos web,17653.079365079364,14912.452868596627,64270,6427
bancolombia s.a.,servicios,p,pagos web,15507.166666666666,5396.620698795374,19281,5400
bancolombia s.a.- nequi,alumbrado publico,n,pagos web,157123.0,,157123,157123
